Seller Name,House Location,Bedrooms,Bathrooms,Garage,pool encoder,garden encoder,Log_Price,Normalized_area
David Washington,Trivandrum,4.0,2.0,0.0,0,0,13.149134452883679,0.8414092986955068
Eric Leblanc,Thrissur,5.0,2.0,2.0,0,1,13.093720581101216,0.689129222878805
Matthew Benson,Ernakulam,1.0,2.0,1.0,0,1,13.087298590812479,0.49117894420975405
Whitney Johnson,Palakkad,1.0,2.0,2.0,0,0,12.390526219625867,0.2893522131787267
Daryl Murphy,Palakkad,1.0,1.0,1.0,1,1,12.657151481445727,0.4978927416657376
Michael Taylor,Thrissur,3.0300518134715024,2.5510835913312695,2.0,1,1,12.507520002734946,0.3567621808451332
Ashley Anderson,Kollam,2.0,1.0,0.0,0,0,12.91630911875824,0.8588694391793957
Jose Miller,Kollam,1.0,3.0,2.0,0,0,12.397264123011695,0.3614672761734865
Austin James,Kollam,2.0,4.0,1.0,1,1,13.084601695347331,0.8033671535288216
Joseph Ellis,Ernakulam,4.0,3.0,0.0,1,1,12.9404787491432,0.5176273832088305
Joseph James,Thrissur,4.0,4.0,3.0,0,0,13.112539520952936,0.7370721373620249
Jodi Miller,Kollam,5.0,4.0,1.0,1,0,12.921676061804064,0.5440294347195898
Jordan Stephens,Palakkad,1.0,1.0,1.0,1,0,12.964085793611272,0.94565726390902
Justin Smith,Kollam,2.0,2.0,0.0,1,0,13.0553710107155,0.9036235923737318
Melissa Myers,Palakkad,1.0,3.0,2.0,1,1,13.070831254499518,0.8124651577656372
Angela Thompson,Palakkad,4.0,1.0,1.0,0,0,13.026559165586283,0.8128665403054968
Victoria Johnson,Trivandrum,3.0,3.0,1.0,0,0,12.141718214113716,0.0492139591927751
Joshua Heath,Thrissur,2.0,2.0,3.0,1,1,13.014360217480405,0.6610101460586466
Mason Howard,Kollam,2.0,1.0,3.0,1,0,13.03500133530251,0.727505853495373
Larry Anderson,Trivandrum,1.0,3.0,2.0,1,1,12.642587094959815,0.2615230237484669
Grant Pollard,Thrissur,1.0,1.0,3.0,1,1,12.739608137058681,0.46156762180845146
Kimberly Sparks,Trivandrum,2.0,2.5510835913312695,0.0,0,0,12.569316169037547,0.36211394804326014
Kimberly Huang,Trivandrum,2.0,4.0,3.0,0,0,12.547685645754168,0.30768201583231136
Valerie Browning,Palakkad,4.0,1.0,1.0,0,0,12.083596319847786,0.13560040138253984
Angela Lewis,Ernakulam,4.0,4.0,1.459320288362513,0,1,12.747506016348325,0.281502954621474
Christopher Berry,Thrissur,4.0,4.0,3.0,1,0,12.704843744579037,0.18497045378526036
Kenneth Garza,Ernakulam,5.0,2.5510835913312695,0.0,1,0,12.545211110318311,0.11724829969896311
Robert Brown,Ernakulam,3.0,2.0,1.0,0,0,12.663449611675942,0.3928643104024976
Mary Armstrong,Ernakulam,4.0,3.0,3.0,0,1,12.31109428877723,0.005351767198126869
Dr. Victoria Edwards MD,Trivandrum,1.0,4.0,0.0,0,0,12.829577334480247,0.10007804660497269
Shane Taylor,Ernakulam,3.0,3.0,2.0,1,0,13.170524315080858,0.8974244620359014
Lisa Campbell,Kollam,3.0300518134715024,1.0,1.0,1,0,12.676644488312018,0.24729624261344638
Barbara Patrick MD,Thrissur,1.0,1.0,1.0,0,1,11.928647391612879,0.022923402831976802
Travis Adams,Palakkad,3.0,1.0,2.0,0,0,12.098474183092053,0.004794291448321997
Scott Harris,Trivandrum,3.0,3.0,1.0,1,1,12.925629427226301,0.5333036012933438
Jason Anthony,Kollam,2.0,1.0,3.0,0,0,13.121373587724097,0.9794625933771882
Barbara Young,Trivandrum,1.0,2.0,3.0,0,0,12.50071300286913,0.5446984056193556
David Hines,Thrissur,2.0,3.0,0.0,0,0,13.004750777222995,0.916534730739213
Logan Davis,Kollam,5.0,1.0,0.0,1,1,13.089831198055075,0.7533727282863195
Jody Mann,Palakkad,4.0,1.0,1.0,0,0,12.111797569820716,0.11194113056082061
Michelle Fields,Ernakulam,2.0,1.0,2.0,0,1,12.778907616643403,0.6670531831865314
Cole Campbell,Thrissur,5.0,3.0,1.0,0,0,12.341865547763032,0.15375181179618688
Donna Duran,Thrissur,1.0,2.0,0.0,0,1,13.04275438233055,0.9775002787378752
Taylor Richardson,Thrissur,1.0,2.0,0.0,0,1,12.526873837387326,0.5117627383208831
Dylan Fitzpatrick,Trivandrum,1.0,2.0,0.0,1,0,12.64904388876808,0.40486118853829867
Robert Roberts,Thrissur,3.0,1.0,1.459320288362513,0,1,12.261807496585266,0.08881703645891406
David Morgan,Ernakulam,1.0,1.0,1.0,1,1,12.85487904372439,0.7114728509309846
William Sullivan,Kollam,5.0,1.0,1.0,1,1,13.131508294890299,0.9025086408741222
Michelle Bartlett,Kollam,2.0,1.0,3.0,0,1,12.733394849400545,0.5919500501728175
Stephen Phillips,Palakkad,5.0,2.5510835913312695,1.0,1,0,12.984845994120656,0.5347530382428365
Melissa Cohen,Ernakulam,1.0,4.0,2.0,0,0,12.341380421950346,0.18153640316646227
Jason Schmidt,Thrissur,3.0,3.0,2.0,1,1,12.608757525717243,0.08723380532946817
Joshua Bean,Trivandrum,4.0,4.0,3.0,0,0,12.70115826276935,0.3431151744899097
Ashley Andrews,Trivandrum,3.0,2.0,0.0,1,0,12.975173044728905,0.5615787713234475
Christopher Adams,Palakkad,2.0,2.0,0.0,1,1,12.53952303525332,0.23884491024640428
Antonio Parrish,Ernakulam,4.0,3.0,1.0,0,1,12.949554297203512,0.6742334708440184
Jesse Fields,Thrissur,2.0,3.0,2.0,1,1,12.899352267319392,0.5484669416880366
Kathleen Wright,Palakkad,2.0,3.0,0.0,1,1,13.131337310944666,0.7818708886163452
Rebecca Garcia,Ernakulam,3.0,4.0,3.0,1,1,12.672011054202368,0.14599174935890288
Abigail Anderson,Palakkad,1.0,3.0,3.0,1,0,12.707618696934214,0.43717248299698963
Michelle Johnson,Trivandrum,5.0,2.0,2.0,0,0,12.791946009015701,0.3549782584457576
Nicholas Kelley,Trivandrum,5.0,1.0,2.0,0,0,12.858920038945854,0.6257330806109935
Joshua Gibson,Palakkad,3.0,3.0,1.0,1,0,12.47476220920114,0.01001226446649571
Jonathan Orr,Trivandrum,3.0,2.0,0.0,0,0,12.610295282090139,0.507079942022522
Christina Boyd,Palakkad,5.0,3.0,3.0,1,0,13.130520358592564,0.7041810681235368
Natalie Stewart,Trivandrum,1.0,2.0,2.0,1,0,12.336310639616459,0.1350652246627272
Veronica Knight,Thrissur,1.0,2.0,3.0,0,1,12.853245230734158,0.5947374289218419
Kenneth Harrington,Ernakulam,4.0,1.0,1.0,0,0,12.311105902644764,0.2158323112944587
Tricia Douglas,Kollam,5.0,2.0,1.459320288362513,1,0,13.214871307298573,0.8839112498606312
Kimberly Hart,Kollam,5.0,4.0,3.0,1,1,13.10861173551447,0.5767867097781246
Mike Carlson,Palakkad,4.0,2.0,1.0,1,0,12.487646261793222,0.07913925744230127
Michelle Alvarado,Kollam,2.0,3.0,3.0,0,1,12.419983143086483,0.22196454454231243
Randy Martin,Ernakulam,1.0,3.0,3.0,1,1,12.290940447536995,0.09599732411640094
Daniel Kelly,Kollam,4.0,4.0,0.0,1,0,13.096318269103836,0.7441409298695507
Ana Morris,Thrissur,2.0,1.0,2.0,1,1,12.920120893997106,0.6669416880365704
Rebecca Maddox,Trivandrum,3.0,4.0,0.0,0,0,12.838648332549852,0.4284089642100569
Marvin Ward,Ernakulam,4.0,1.0,3.0,0,0,12.383697942136566,0.13049392351432715
Alexis Downs,Kollam,4.0,1.0,1.459320288362513,0,0,12.562666401173226,0.2888393354889063
Alice Rich,Ernakulam,2.0,2.0,0.0,1,0,12.37534974208583,0.07742223213290222
Ernest Cortez,Ernakulam,1.0,1.0,1.0,1,1,12.133026732269114,0.14679451443862193
Tina Bass,Thrissur,5.0,2.0,3.0,1,0,13.127008890280988,0.6821496264912477
Robert Lee,Thrissur,1.0,3.0,3.0,0,1,13.072593973936558,0.8687479094659383
Kevin Becker,Kollam,2.0,4.0,1.0,0,0,12.83180945179372,0.5132567733303602
Jessica Stevenson,Kollam,2.0,4.0,0.0,0,1,12.593269059265277,0.3273720593154198
Jennifer Nelson,Trivandrum,4.0,3.0,1.0,0,1,12.63345171259588,0.34213401717025316
Colleen Harris,Palakkad,5.0,1.0,0.0,1,1,12.8464222165772,0.4744118630839559
Jordan Shea,Thrissur,5.0,2.5510835913312695,1.0,1,1,12.750671527742622,0.24997212621250978
Amanda Johnson,Thrissur,3.0,2.0,3.0,1,0,13.086920887368583,0.7614895752034788
Diana Jordan,Palakkad,3.0,1.0,2.0,0,1,12.874288456249504,0.5514550117069908
Katherine Mitchell,Thrissur,3.0,4.0,2.0,0,1,12.603992190678374,0.09423570074701751
Jennifer Lyons,Kollam,3.0,3.0,3.0,1,0,13.23907065241544,0.9397034229011038
Anthony Coleman,Ernakulam,4.0,2.0,3.0,1,1,12.423146694624897,0.07171368045490023
Scott Barnett,Palakkad,5.0,1.0,1.0,1,1,13.137777959925975,0.7677779016612778
Colleen Page,Trivandrum,2.0,1.0,2.0,0,1,12.327963631990986,0.2124205597056528
Anthony Padilla,Trivandrum,4.0,4.0,0.0,1,0,12.98345230593583,0.4576206934998328
Jesse Morris,Trivandrum,2.0,2.0,3.0,0,1,13.117515224078305,0.9480209610881928
Jennifer Yates,Ernakulam,2.0,2.0,0.0,1,0,13.032201201858099,0.8166796744341622
Leah Walsh,Kollam,5.0,2.0,3.0,0,1,13.126028632144088,0.9177611773887836
Daniel Flores,Kollam,2.0,4.0,1.0,1,1,13.188917734129397,0.8381759393466385
Rachel Aguirre,Trivandrum,4.0,1.0,3.0,1,0,12.01982041374496,0.02885494480990075
Michael Flores,Thrissur,1.0,4.0,2.0,0,1,12.426691211750857,0.09062325788828185
Stacey Gates,Trivandrum,5.0,3.0,3.0,1,1,13.008584728478878,0.3869996655145501
Bryan Obrien,Ernakulam,1.0,1.0,0.0,1,1,12.936578903628472,0.8912476307280633
Christopher Nguyen,Palakkad,5.0,2.0,3.0,0,1,12.51509803280934,0.09080165012821945
Ian Zimmerman,Ernakulam,2.0,2.0,1.0,1,0,12.447437731735201,0.2723826513546661
Whitney Hayes,Palakkad,3.0300518134715024,3.0,1.0,0,0,13.074698272118741,0.9085739770319993
Danielle Taylor MD,Kollam,1.0,3.0,0.0,0,0,12.862297120493741,0.705585907013045
Stephanie Wilson,Ernakulam,3.0,2.0,1.0,0,1,12.88278310526981,0.6427472404950386
Carol Martin,Kollam,5.0,3.0,2.0,1,1,12.60947997118889,0.12217638532723826
Karen Hall,Thrissur,5.0,4.0,2.0,0,0,12.911453883886347,0.45641654588025427
Joseph Fletcher,Kollam,2.0,3.0,1.459320288362513,1,0,12.934826299393936,0.49117894420975405
Jacob Cook,Kollam,1.0,1.0,1.0,1,1,12.164542744253046,0.039558479206154545
Erin Newman,Kollam,2.0,2.0,2.0,1,1,12.24991980362542,0.04767532612331363
Mark Harrell,Kollam,5.0,4.0,0.0,1,0,13.071439404282968,0.6332701527483555
Mr. Jordan Becker,Trivandrum,2.0,4.0,1.0,1,0,13.24045779568722,0.9901884268034341
Manuel Swanson MD,Ernakulam,4.0,4.0,2.0,1,1,12.951403630106247,0.4306165681792843
Lucas Miller,Palakkad,1.0,1.0,3.0,0,0,12.689691139204795,0.43465269260787165
Lisa Hardin,Kollam,3.0,2.5510835913312695,0.0,1,1,13.110027583394965,0.8197792396030773
Stephanie Boyd,Kollam,2.0,2.0,2.0,0,1,12.301173576170692,0.14333816478983166
Kristi Thomas,Kollam,3.0300518134715024,3.0,1.0,1,0,12.44264147317398,0.08342067120080277
Abigail Jimenez,Palakkad,3.0300518134715024,4.0,0.0,1,1,12.69410401293686,0.3610212955736426
Wendy Smith,Palakkad,3.0,2.0,1.0,1,0,12.852992310530052,0.4819266361913258
Scott Saunders,Kollam,5.0,1.0,0.0,0,0,12.455538154501598,0.05135466607202585
Mary Wilson,Ernakulam,1.0,3.0,1.0,0,0,12.99609632403203,0.9800646671869774
Suzanne Hayes,Kollam,3.0,3.0,3.0,0,1,13.10213185334508,0.8358568402274501
John Miller,Trivandrum,1.0,1.0,2.0,0,1,12.864231900040673,0.7070130449325456
Natalie Bailey,Thrissur,5.0,4.0,0.0,0,0,12.829577334480247,0.9149960976697514
Michelle Davis,Kollam,3.0,1.0,0.0,0,0,12.476631015659839,0.19444754153194335
Adam Parker,Thrissur,4.0,1.0,3.0,1,1,13.165072326505479,0.9487122310179509
Amanda Graham,Trivandrum,3.0,1.0,0.0,0,0,12.906087812386458,0.7995986174601406
Brian Ball,Thrissur,1.0,2.0,0.0,1,1,12.911960320220901,0.6545880254208943
Jason White,Thrissur,5.0,2.0,2.0,0,1,12.489358556508765,0.09934217861523026
Rebecca Ross,Trivandrum,3.0,4.0,2.0,0,1,13.143205503450114,0.8293009254097448
John Petty,Kollam,4.0,1.0,0.0,0,0,13.047711251071727,0.8923848812576655
Fred Parker,Palakkad,2.0,1.0,1.459320288362513,1,0,12.923128668198,0.6699520570855169
Deanna Cannon,Palakkad,1.0,3.0,2.0,1,1,12.893856318162563,0.5761400379083511
Elizabeth Owens,Trivandrum,3.0300518134715024,2.0,2.0,1,0,12.43342349374524,0.09278626379752483
Janet Porter,Ernakulam,3.0,2.0,3.0,1,1,12.758481238201954,0.4865871334596945
Ryan Mcmahon,Thrissur,3.0,2.0,0.0,1,1,12.823855880917005,0.4196454454231242
Daniel Jimenez,Thrissur,3.0,4.0,0.0,0,1,12.655228014746314,0.32106143382762853
Megan Pittman,Ernakulam,1.0,1.0,3.0,0,1,12.152593701191089,0.20207380978927422
Tanya Rivera,Thrissur,4.0,4.0,0.0,1,1,12.908203724751566,0.45799977700970007
Norma Brown,Palakkad,2.0,1.0,3.0,1,0,12.268584896418048,0.49117894420975405
Leslie Nelson,Thrissur,2.0,4.0,2.0,1,1,12.61188855876569,0.11314527818039916
Sonya Spencer,Kollam,2.0,4.0,1.0,1,0,12.390341222316614,0.23173151967889397
Laura Lloyd,Ernakulam,4.0,4.0,3.0,1,1,13.265775016743016,0.9112498606310625
John Holder,Thrissur,3.0300518134715024,3.0,3.0,1,1,13.153370101774309,0.7923737317426692
Robert Smith,Ernakulam,2.0,3.0,3.0,1,0,12.992523926880976,0.773731742669194
Randall Benton,Ernakulam,2.0,3.0,3.0,1,1,12.748410657191636,0.24232355892518678
Carrie Robinson,Ernakulam,3.0,2.0,0.0,1,1,13.025014526922398,0.5190991191883154
Adam Smith,Thrissur,3.0,3.0,1.0,1,0,12.520180839372477,0.17689820492808564
Michelle Krueger,Trivandrum,5.0,3.0,3.0,1,1,13.248250693375866,0.7771657932879921
Patricia Wiley,Palakkad,4.0,2.0,1.0,1,0,13.186762532580916,0.9584569071245402
David Brady Jr.,Trivandrum,3.0300518134715024,2.0,3.0,1,0,12.203806028693943,0.05124317092206487
Lauren Sanchez,Ernakulam,5.0,4.0,0.0,0,0,13.001617037997052,0.49117894420975405
Jeffrey Smith,Palakkad,4.0,2.0,1.0,1,0,13.004011144786086,0.49117894420975405
Anthony Briggs,Trivandrum,4.0,2.0,1.0,1,1,12.997123684853811,0.6183966997435613
Kristin Hanson,Ernakulam,1.0,4.0,2.0,1,0,13.057505359899896,0.7442301259895195
John Lopez,Ernakulam,3.0,3.0,3.0,0,0,12.459571380918845,0.11912141821830749
Courtney Hayden,Kollam,2.0,4.0,0.0,1,0,12.393050013860323,0.1372728286319545
Austin Higgins,Kollam,5.0,4.0,1.0,0,0,12.393208677450426,0.1434719589697848
Julian May,Thrissur,2.0,4.0,1.0,0,1,12.716120506917404,0.3614672761734865
Krystal Reeves,Ernakulam,5.0,4.0,3.0,0,1,13.271746642576568,0.9057197011929982
Sean Byrd,Trivandrum,2.0,4.0,0.0,1,0,13.042019237638037,0.7954063998216079
Jonathan Castillo,Palakkad,4.0,1.0,1.459320288362513,0,1,12.922710814580311,0.6855836771100458
Cassandra Yang,Trivandrum,4.0,2.0,1.0,1,1,12.860767625555352,0.33564499944252424
Kristin Chambers,Palakkad,3.0,2.0,2.0,0,0,12.829577334480247,0.45873564499944264
Steven Bailey,Ernakulam,1.0,4.0,0.0,0,1,12.574994508865394,0.27144609209499393
Lauren Padilla,Ernakulam,5.0,4.0,2.0,1,0,13.283083374793573,0.9095328353216635
Travis Long,Thrissur,1.0,2.0,0.0,1,0,12.58041540536217,0.4312855390790501
Natasha White,Thrissur,5.0,1.0,2.0,1,0,12.74983389761805,0.3976140037908352
Eileen Butler,Trivandrum,2.0,3.0,0.0,1,0,12.870206969043373,0.7271490690154979
Cassandra Bell,Trivandrum,4.0,3.0,2.0,0,0,12.937921077423391,0.6278737874902443
Robert Harris,Thrissur,1.0,1.0,2.0,0,0,12.982101315990489,0.8169695618240608
Rachael Gilbert,Trivandrum,3.0300518134715024,4.0,3.0,0,1,12.69349051292441,0.25021741554242394
Erica Nash,Ernakulam,1.0,2.0,1.0,0,1,12.916987271061883,0.8092540974467611
Derek Walker,Kollam,2.0,3.0,1.0,1,1,12.528979501300368,0.26796744341621137
Chelsea Church,Ernakulam,3.0,2.0,3.0,1,1,12.678335439690038,0.29401271044709554
Jose Campbell,Trivandrum,3.0,4.0,0.0,1,1,13.055123547013975,0.6601627829189431
Stephanie Harris,Palakkad,3.0300518134715024,2.0,3.0,0,1,12.209000903993473,0.003233359348868328
Angela Evans MD,Kollam,4.0,2.0,1.0,1,1,12.730429774143648,0.1912587802430594
Sue Barnes,Ernakulam,2.0,3.0,3.0,0,0,12.31489938189805,0.13325900323335935
Jennifer Kelley,Kollam,3.0,3.0,3.0,0,0,12.387588252633911,0.055100903110714694
Gina Pena,Palakkad,3.0,2.0,2.0,1,0,12.829302974293375,0.4801204147619579
Nicole Martin,Thrissur,5.0,1.0,2.0,1,0,12.919296484463803,0.518385550228565
Sean Lopez,Thrissur,2.0,3.0,3.0,1,1,13.277382834021434,0.9946482328018732
Veronica King DVM,Trivandrum,2.0,3.0,1.0,1,0,12.99120986395434,0.7715910357899431
Anthony Martinez,Trivandrum,1.0,4.0,2.0,1,1,12.906968924125815,0.5735979484892408
Hunter Patton,Palakkad,2.0,4.0,2.0,1,1,12.500928524589288,0.16175716356338501
Jenna Gibson,Palakkad,1.0,3.0,3.0,0,1,12.898853458985887,0.6922510870777122
Ronald Harris,Kollam,2.0,1.0,3.0,1,0,12.481806863280749,0.08484780912030329
Randy Craig,Kollam,3.0,4.0,0.0,1,0,12.814625661650519,0.33573419556249307
Joshua Bowen,Thrissur,2.0,4.0,3.0,0,1,12.960414403098289,0.6108819266361913
Robert Gomez,Kollam,1.0,4.0,0.0,0,1,12.598506751051794,0.2856282751700302
William Dyer Jr.,Kollam,4.0,3.0,1.0,1,0,13.270064934845692,0.983788605195674
Lisa Rosario,Trivandrum,1.0,1.0,0.0,0,0,12.4339031558716,0.35707436726502395
Michael Ball,Thrissur,1.0,2.0,1.0,1,0,12.341386011995802,0.1234697290667856
Mrs. Jamie Ewing DVM,Thrissur,3.0300518134715024,1.0,1.0,1,0,12.720942948541795,0.6178169249637642
Jennifer Harris,Kollam,3.0,1.0,1.0,0,0,12.774499161894614,0.5568959750250865
Mrs. Sara Hansen,Thrissur,4.0,4.0,3.0,1,0,13.30663163814001,0.947374289218419
Dakota Ramirez,Thrissur,2.0,1.0,1.0,0,0,12.773498597435255,0.732411640093656
Eric Clark,Kollam,4.0,3.0,3.0,1,0,13.168845642326673,0.8051956739881816
Richard Mendoza,Ernakulam,4.0,3.0,1.0,1,0,13.163993359015082,0.7615341732634631
Christopher Drake,Kollam,3.0,3.0,0.0,0,0,12.899505010421201,0.6986732077154645
Kristin Gibbs,Kollam,3.0,1.0,1.0,1,0,12.339616775573575,0.1321217527037574
Kristen Boyd,Trivandrum,2.0,2.0,1.0,1,0,12.65351220382638,0.35422009142602295
Cynthia Cobb,Trivandrum,4.0,1.0,1.0,1,0,13.015430826746721,0.5871780577544877
Caleb Collins MD,Ernakulam,4.0,2.0,0.0,1,1,12.793607500953168,0.5498494815475528
Aaron Reilly,Trivandrum,3.0,3.0,3.0,1,0,12.829577334480247,0.932077154643773
David Chang,Thrissur,3.0,2.0,2.0,1,0,12.42922911676092,0.13905675103133017
Brittany Johns,Palakkad,4.0,3.0,3.0,1,0,12.829577334480247,0.8631062548779129
Joseph Caldwell,Kollam,3.0,3.0,3.0,1,0,13.027585072129666,0.649191660162783
Steve Smith,Thrissur,4.0,2.0,0.0,1,1,12.594823308993721,0.02542089419110269
Ashley Davis,Trivandrum,4.0,2.5510835913312695,3.0,1,0,12.940145575227678,0.5877355335042926
Stephen Lynch,Trivandrum,4.0,1.0,0.0,1,0,12.897467366429296,0.6272048165904783
Jessica Mills,Palakkad,2.0,3.0,0.0,1,1,12.282475382695493,0.04002675883599063
Cindy Davis,Thrissur,4.0,2.0,2.0,1,1,13.03061258346367,0.7116066451109377
Michael Howard,Ernakulam,5.0,3.0,0.0,0,1,13.016308176063824,0.7738655368491472
Sonya Mckay,Ernakulam,1.0,1.0,2.0,1,0,12.774244440508594,0.6503735087523693
Craig Lewis,Thrissur,2.0,2.0,1.0,1,1,12.803418118005558,0.48094547887166916
Michael Turner,Thrissur,1.0,4.0,0.0,1,0,12.988572819770885,0.7366261567621809
Timothy Lewis,Ernakulam,5.0,3.0,2.0,0,0,12.975984621119387,0.5175827851488461
Janet Hess,Ernakulam,5.0,3.0,0.0,1,1,13.2408430414699,0.9502731631174045
Rodney Sanchez,Trivandrum,2.0,3.0,3.0,1,1,12.957438143311755,0.6477868212732747
Matthew Griffin,Ernakulam,5.0,2.0,2.0,0,0,13.013532558314099,0.7716579328799198
Terri Watts,Ernakulam,4.0,1.0,0.0,1,1,12.775869713602663,0.36175716356338505
Nicole Walton,Palakkad,3.0,4.0,2.0,0,1,13.146045118260377,0.910491693611328
Joseph Myers,Trivandrum,4.0,3.0,3.0,1,0,13.162772269009324,0.7519901884268035
Michael Stewart,Thrissur,3.0,4.0,1.0,1,0,12.733511934901777,0.47311851934440863
Dr. Susan Griffin,Thrissur,1.0,1.0,3.0,0,1,12.605715738551051,0.3991526368602967
Barbara Allen,Palakkad,4.0,3.0,2.0,1,1,12.86502641286148,0.2798974244620359
Jennifer Owens,Palakkad,3.0,2.0,1.0,1,0,13.123898818011847,0.9149069015497827
Casey Morales,Thrissur,5.0,4.0,1.0,0,1,12.712370715374611,0.26205820046827966
Robert Wood,Thrissur,1.0,3.0,3.0,0,1,12.821642616160984,0.5908796967331922
William Lucas,Trivandrum,2.0,1.0,1.0,0,1,12.812846409197029,0.7217304047273944
Nicole Garcia,Kollam,3.0,3.0,0.0,0,0,13.003980932137894,0.6506410971122757
Christopher Morales,Thrissur,5.0,2.0,2.0,1,1,12.978091494518614,0.475214628163675
John Randall,Kollam,2.0,3.0,3.0,1,1,12.571035221973279,0.08968669862860967
Brandon May,Palakkad,5.0,4.0,3.0,0,0,12.647954282328632,0.2633738432378192
Crystal Mccormick DDS,Palakkad,3.0,1.0,2.0,0,0,12.324953123221142,0.3150183966997435
Nicole Rojas,Ernakulam,2.0,2.0,1.0,1,1,12.635943040401752,0.23924629278626383
Donald Horne,Palakkad,5.0,3.0,0.0,0,0,12.49084989055296,0.07285093098450215
Lisa Ayala,Kollam,4.0,2.0,1.0,1,1,12.961012894418742,0.603300256438845
Emily Kidd,Palakkad,4.0,2.0,1.0,0,0,12.426021539355837,0.2014717359794849
Nicole Oliver,Palakkad,2.0,3.0,2.0,1,1,12.829577334480247,0.43648121306723164
Wesley Carlson,Kollam,3.0,3.0,3.0,0,1,12.868396299672007,0.5161779462593379
Jacob Pope,Kollam,2.0,3.0,0.0,0,1,12.848506100562192,0.5479094659382318
Joel Burgess,Palakkad,2.0,3.0,0.0,0,0,11.808862049999709,0.009343293566729832
Richard Duran,Palakkad,2.0,2.0,2.0,0,1,12.27940038123573,0.0736536960642212
John Smith,Kollam,3.0300518134715024,4.0,3.0,1,0,12.573800614111946,0.1612442858735645
Tara Watkins,Palakkad,1.0,2.0,3.0,1,0,12.382186222631287,0.3238488125766529
David Salazar,Palakkad,5.0,4.0,2.0,0,0,12.718654086945792,0.26377522577767865
James Ortega,Trivandrum,5.0,1.0,1.0,1,1,12.972615839504211,0.6510424796521351
Valerie Davis,Ernakulam,4.0,4.0,2.0,0,0,12.957275173675818,0.37489129222878814
Joseph Stephenson,Palakkad,4.0,4.0,1.0,1,1,13.170500833368003,0.5699186085405286
Joseph Malone,Ernakulam,3.0,1.0,3.0,1,1,13.178883115111867,0.8924071802876575
Kevin Webb,Palakkad,1.0,3.0,0.0,1,1,13.09496007320684,0.8440405842345858
Joel Gutierrez,Kollam,3.0,4.0,2.0,0,1,12.831478180422133,0.5407960753707214
Matthew Schwartz,Palakkad,5.0,3.0,1.0,0,0,13.022639656239354,0.5032668078938567
Crystal Johnson,Trivandrum,5.0,1.0,1.0,1,0,13.152005535394988,0.49117894420975405
Lisa Bryant,Kollam,2.0,4.0,2.0,0,0,12.239058142756067,0.04671646783364922
Bradley Carlson,Palakkad,3.0,2.0,0.0,1,1,12.829343993479126,0.35925967220425914
Aaron Johnson,Thrissur,3.0300518134715024,4.0,0.0,0,1,12.718285306914586,0.34133125209053405
William Trujillo,Ernakulam,4.0,2.0,3.0,0,0,12.735632414203582,0.4744118630839559
Lindsay Montgomery,Trivandrum,3.0300518134715024,3.0,0.0,0,1,12.449410747328637,0.24033894525588143
Cory Wagner,Thrissur,5.0,1.0,1.0,1,0,12.774092619157074,0.3734418552792954
John Haynes,Ernakulam,4.0,3.0,3.0,1,1,12.95034153200721,0.44355000557475754
Theresa Brown,Thrissur,4.0,4.0,0.0,0,1,12.739325214761024,0.2768424573531052
Robert Garcia,Kollam,5.0,1.0,0.0,1,0,13.156927051828355,0.841431597725499
Vanessa Scott,Thrissur,2.0,1.0,0.0,0,1,12.829577334480247,0.5330806109934219
Sara Delacruz,Palakkad,1.0,1.0,2.0,0,0,12.400028016314128,0.3592819712342513
Rachel Carey,Kollam,3.0300518134715024,4.0,0.0,0,0,12.879455058577248,0.5195450997881593
Tyler Baker,Palakkad,1.0,4.0,3.0,1,1,13.275739271448298,0.9718809231798416
Megan Brown,Kollam,4.0,1.0,0.0,1,0,12.454015847608405,0.21279964321552017
Patrick Johnson,Palakkad,3.0,4.0,0.0,0,1,12.980325645383266,0.6239045601516335
Cynthia Flores,Ernakulam,4.0,2.0,3.0,1,0,13.05951665104127,0.7843683799754712
David Day II,Kollam,2.0,4.0,1.0,1,0,12.962748720538647,0.7447430036793401
Ryan Wade,Ernakulam,4.0,3.0,3.0,1,1,12.80164710115985,0.1372059315419779
Peter Davis,Thrissur,3.0,1.0,1.0,1,0,12.434518514678803,0.05675103133013712
Sophia Hughes,Kollam,4.0,1.0,2.0,1,0,13.128948289206036,0.8285427583900101
Kevin Garcia,Ernakulam,1.0,1.0,2.0,1,0,12.640635996764379,0.47991972349202816
Jeffrey Rice,Kollam,1.0,3.0,3.0,0,1,12.452655458464813,0.12173040472739435
Alice Simmons,Trivandrum,5.0,4.0,0.0,1,0,13.13236679595723,0.8093878916267143
Michael Flores,Palakkad,1.0,4.0,0.0,1,1,12.36748895236294,0.04212286765525697
Kevin Hester,Trivandrum,3.0,4.0,0.0,1,0,12.740348471389753,0.26754376184635964
Kevin Williams,Thrissur,3.0,1.0,0.0,1,1,13.131793117328005,0.8200691269929758
Sarah Foster,Palakkad,1.0,3.0,0.0,1,1,12.600797988263718,0.413580109265247
Aaron Guzman,Ernakulam,4.0,1.0,2.0,1,1,12.85890153281609,0.6870331140595384
Andre Wilson,Ernakulam,3.0,4.0,0.0,1,1,13.068633981286933,0.6716244843349315
Eric Mccall,Palakkad,4.0,3.0,1.0,1,0,13.037780351400556,0.6255992864310403
